,question,answer
1357,原行星盘是由什么构成的？,原行星盘由气体和尘埃构成，可以从数个恒星半径延伸到数百个天文单位，一般可以存续数百万年。
1358,如何在原行星盘中寻找和探测正在形成的行星？,在原行星盘中寻找和探测正在形成的行星，可以通过观测它们在盘中引力扰动造成的结构推测。行星作为盘中的引力扰动元，与盘进行引力相互作用，可以在盘中造成一系列大尺度结构，通过对这些结构的研究，以及跟理论模拟比较，可以对行星的性质（特别是质量和轨道）作出限制。
1359,Müller等人在2018年发现了什么行星，并有何重要意义？,Müller等人采用SPHERE系外行星成像仪在2018年发现了在星周盘隙中形成的系外行星PDS70 b，该研究发现将开启研究“星周盘与行星之间作用机制以及行星形成、演化模型”的窗口。
1360,channel的数据类型是什么？,int
1361,OSCAN1代表什么？,"horizontal overscan width, per readout channel，其数据类型为int"
1362,EXPT0_1表示什么时间？,exposure start time of the 1st frame (UTC)
1363,DETTEMP0的数值代表什么？,detector temperature at EXPT0_1 (K)
1364,GAIN1是哪个通道的增益？,GAIN1是channel 1的增益，单位为e-/ADU
1365,RON2表示哪个通道的读噪声？,RON2表示channel 2的读噪声，单位为e-
1366,RSS_VER代表什么信息？,RSS_VER代表RSS pipeline的版本
1367,MERGNUM的值表示什么？,MERGNUM的值表示L0数据中层的数量
1368,CRPIX3的含义是什么？,CRPIX3表示参考点的像素坐标
1369,CTYPE1表示什么投影类型？,"CTYPE1表示right ascension, gnomonic projection，即赤经的天体坐标，正切投影"
1370,先进高能天体物理学望远镜的英文名称是什么？,Advanced Telescope for High-ENergy Astrophysics
1371,“雅典娜号”计划的任务时长是多少年？,4年
1372,“雅典娜号”预计在哪一年发射？,2034年
1373,“雅典娜号”使用的运载火箭是什么型号？,阿丽亚娜6型运载火箭
1374,“雅典娜号”将被发射到哪个拉格朗日点附近？,日-地拉格朗日点2
1375,“雅典娜号”的X射线望远镜焦距是多少？,12米
1376,“雅典娜号”的广角相机是基于什么技术制作的？,基于马克斯·普朗克学会半导体实验室所开发的独特硅P沟道耗尽型场效应晶体管技术(DEPFETs)制作
1377,X射线积分视场单元的主探测器是由什么制成的？,钼金超导转变边沿传感器制成的大尺寸阵列，耦合金和铋质吸收体
1378,“雅典娜号”科学目标中的两个基本问题是什么？,普通物质如何构成了我们今天所看到的大规模结构？黑洞如何成长和塑造宇宙？
1379,“雅典娜号”社区办公室的主要任务有哪些？,组织和优化社区工作，在多个方面协助“雅典娜号”科学研究团队；定期在“雅典娜”门户网站和社交渠道上发布时事通讯、简要新闻、每周动态，让“雅典娜”社区了解项目的状态；开展趣味交流和外展服务。
1380,LSST_z_PSFmag的数据类型是什么？,str13
1381,LSST_y_PSFmagErr的单位是什么？,mag
1382,LSST_uFlags的显示格式是什么？,I2
1383,TFORM59代表的是哪个数据关键字的数据类型？,LSST_iFlags的数据类型，为K
1384,j_m的数据是如何显示的？,F12.3
1385,h_msigcom的单位是什么？,mag
1386,HDU7中的BITPIX关键字的值是多少？,-32
1387,SKY_ALGO关键字代表什么？,天空估计器的算法
1388,HDU8中有多少个表字段？,1
1389,PSF_FWHM表示的是什么？,PSF的全宽半高（FWHM），单位为像素(pix)
1390,"Zhang, S. J, Zhu, Z.H.，Huang，J., 等人在2018年发表的文章是在哪个期刊上？","Zhang, S. J, Zhu, Z.H.，Huang，J., et al. 2018年的文章发表在ApJL上。"
1391,"Zuckerman, B. & Becklin, E. E. 1987年的研究是在哪个杂志上发表的？","Zuckerman, B. & Becklin, E. E. 1987年的研究发表在Nature杂志上。"
1392,太赫兹模块主要针对哪个频段的中性碳分子谱线进行观测？,太赫兹模块主要针对0.492THz中性碳（CI）分子谱线进行观测。
1393,太赫兹模块的两大观测研究主题是什么？,太赫兹模块的两大观测研究主题是：1）宇宙碳演化研究；2）分子谱线巡测。
1394,分子云在星际介质“三相”模型中属于哪个成分？,分子云在星际介质“三相”模型中属于致密低温成分中最稠密的部分。
1395,表5.5.5.1中Orion A的坐标是什么？,"表5.5.5.1中Orion A的坐标是(212,-19)。"
1396,表5.5.5.1中CMZ clouds的观测时间是多少小时？,表5.5.5.1中CMZ clouds的观测时间是55小时。
1397,CSST相对于地面望远镜在大天区观测数据上有什么优势？,CSST相对于地面望远镜在大天区观测数据上的优势在于其完全不受大气透过率和稳定性的限制，灵敏度有很大的提高，并且观测覆盖的天区面积也更大，从而能够探测更延展、暗弱的中性碳气体，进而在大尺度上详细研究原子气体向分子的转化过程。
1398,太赫兹波段的光谱信息为何还未被广泛利用？,太赫兹波段的光谱信息还未被广泛利用的主要原因是地球大气的影响导致太赫兹频段的大气透过率较低，使得地面观测难以实现。
1399,彗星物质的主要激发机制是什么？,彗星物质的主要激发机制是在太阳辐射作用下的“荧光激发”，即彗星的分子、离子和原子吸收太阳辐射而达到受激态，然后又跃迁到基态而发出其特定波长的辐射。
1400,XRISM任务的运营方是谁？,XRISM任务的运营方是日本宇宙航空研究开发机构（JAXA）。
1401,XRISM任务的发射日期是什么时候？,XRISM任务的发射日期是2023年9月7日。
1402,XRISM任务计划持续多长时间？,XRISM任务计划持续3年。
1403,XRISM航天器的发射质量是多少？,"XRISM航天器的发射质量是2,300千克（5,100磅）。"
1404,XRISM主望远镜的口径有多大？,XRISM主望远镜的口径是45 cm（18英寸）。
1405,XRISM任务的前身是什么？,"XRISM任务的前身是X射线天文恢复任务（XARM），也被称为"" ASTRO-H继任者""或""ASTRO-H2""。"
1406,XRISM任务的主要目标是什么？,XRISM任务的主要目标是研究宇宙的形成结构，和来自星系与活跃星系核流出物与暗物质方面提供突破。同时，该任务也将作为欧洲先进高能天体物理学望远镜（雅典娜号）望远镜的科技演示器。
1407,XRISM任务将携带哪两台仪表？,XRISM任务将携带Resolve（软X射线光谱仪）和Xtend（软X射线成像仪）两台仪表。
1408,Resolve仪表是由哪个机构开发的？,Resolve仪表是由美国国家航空航天局和戈达德太空飞行中心开发的。
1409,Xtend与XRISM的前任任务中的哪个仪器相似？,Xtend与XRISM的前任任务Hitomi中的SXI仪器相似，但其能量分辨率有所改进。
1410,AGILE是什么类型的天文卫星？,AGILE是用来观测伽玛射线和X射线的天文卫星。
1411,AGILE是由哪个机构制造的？,AGILE是由米兰的卡罗·加瓦兹航太公司等公司制造的。
1412,AGILE的发射重量是多少？,AGILE的发射重量是352公斤。
1413,AGILE主要观测什么类型的射线？,AGILE主要观测伽玛射线和X射线。
1414,AGILE是在哪一年被发射的？,AGILE是在2007年被发射的。
1415,AGILE是由哪种火箭发射的？,AGILE是由印度空间研究组织开发的PSLV-C8型火箭发射的。
1416,AGILE的地面接收站位于哪里？,AGILE的地面接收站位于肯亚马林迪。
1417,AGILE地面接收站以什么模式操作？,AGILE地面接收站以太阳指向模式操作。
1418,AGILE的意大利语全称是什么？,AGILE的意大利语全称是Astro‐rivelatore Gamma a Immagini LEggero。
1419,参考资料中提到的以色列卫星与AGILE有什么关系？,从文档中找不到答案。
1420,多色成像0级处理流水线是如何对图像进行分类的？,多色成像0级处理流水线首先进行QC0的科学可用性标记，然后立即触发图像评估工作包，进行图像的类型检测，针对多色测光功能将图像分成正常图像（II0）和特殊图像。特殊图像包括：密集星场图像（I3）、近邻可分解星系图像（II1）、近邻大星系图像（II2）、星云天区图像（II3）、星系团图像（II4）、饱和污染图像（II5）等；针对天体测量功能根据图像中的恒星密度和参考星表中的恒星密度，将图像分为低密度星场天区（I1），中等密度星场天区（I2），高密度星场天区（I3）。
1421,无缝光谱0级处理流水线主要包括哪个部分？,无缝光谱0级处理流水线主要包括图像评估流水线。
1422,多色成像1级处理流水线包括哪两个流程？,多色成像1级处理流水线包括多色成像正常图像数据处理日常流程和多色成像特殊图像数据处理日常流程。
1423,单幅图像处理流水线的主要任务是什么？,单幅图像处理流水线的主要任务是对正常图像进行仪器效应改正、目标检测、位置定标、流量定标和星表提取。
1424,密集星场图像处理流水线是如何处理密集星场的？,密集星场图像处理流水线在标准单幅图像数据处理流水线之上增加对密集星场中高度重叠天体的识别和证认，证认其中的背景星系，使用PSF测光完成星表提取。
1425,近邻可分解星系图像处理流水线主要针对哪种图像？,近邻可分解星系图像处理流水线主要针对的是特殊图像中的近邻可分解星系图像。
1426,近邻大星系图像处理流水线中，大星系的像元需要进行哪些处理？,近邻大星系在探测器中的像元需要进行标定，并建立mask图像予以标识。完成上述标定以后的图像可以按照标准的正常单次曝光图像流水线进行处理。
1427,星云图像处理流水线的触发条件是什么？,星云图像处理流水线的触发条件是图像评估模块判断图像为特殊图像中的星云图像。
1428,在多色成像中，特殊图像包括哪些类型？,在多色成像中，特殊图像包括：密集星场图像（I3）、近邻可分解星系图像（II1）、近邻大星系图像（II2）、星云天区图像（II3）、星系团图像（II4）、饱和污染图像（II5）等。
