,content,summary
595,RSS 数据文件名的命名规则是什么？,RSS 数据文件名的命名规则形如 CSST_IFS_TYPE_yyyymmddHHMMSS_obsid_camera_L1_VER.fits，其中 CSST_IFS 为文件名前缀；TYPE 为目标类型；yyyymmdd 是八位数观测日期；HHMMSS 是六位数UT 观测时间；obsid 是CSST 统一的曝光编号；camera 为光谱仪CCD 编号；L1 表示文件为1 级科学数据；VER 为1 级RSS 处理模块版本号。
596,"RSS 数据文件名中""yyyymmdd""表示什么？","RSS 数据文件名中的""yyyymmdd""表示八位数的观测日期，例如20240101代表2024年1月1日。"
597,"""obsid""在RSS数据文件名中代表什么？","""obsid""在RSS数据文件名中代表CSST统一的曝光编号，从相应0级数据继承。"
598,"RSS数据文件名中""camera""的值有哪些可能？","RSS数据文件名中""camera""的值为1位字符串，表示光谱仪CCD编号，其中红端为“R”，蓝端为“B”，红蓝拼接后的全谱为“A”。"
599,"什么是""L1""在RSS数据文件名中代表的意思？","""L1""在RSS数据文件名中表示文件为1级科学数据。"
600,RSS 数据生成过程中会保留哪些中间数据？,在RSS数据生成过程中将产生和保留一些中间数据，其命名方式类同RSS数据，但在结尾增加process字符串，形如CSST_IFS_TYPE_yyyymmddHHMMSS_obsid_camera_L1_VER_process.fits，process为8位字符串，代表8步基本数据处理流程。
601,CUBE 数据是如何利用RSS 数据进行重构的？,CUBE数据是利用RSS数据中的天体测量信息，对单个科学目标的多个RSS数据对象进行空间位置叠加操作后，重构数据矩阵得到的数据对象。
602,"CUBE 数据文件名中""W""标记位代表什么？","CUBE数据文件名中的""W""标记位代表波长空间标记位，其中'LIN'表示波长维度上在线性空间等间隔排列，'LOG'表示波长维度在对数空间内等间隔排列。"
603,在星冕仪模块的1级数据处理中，哪些步骤会被执行？,在星冕仪模块的1级数据处理中，会执行包括探测器效应改正、平场矫正、背景扣除、宇宙线扣除等步骤。
604,在星冕仪模块的数据处理中，临时文件是如何定义的？,在星冕仪模块的数据处理中，临时文件是指仅仅是程序处理需要而无需最终保存和存入数据库的文件对象。
605,CSST-HSTDM 的工作频率是多少？,CSST-HSTDM的探测器1和2工作频率为410-510 GHz，探测器3工作频率为520-630 GHz。
606,DPL1 处理过程中会产生哪3类数据？,DPL1处理过程中会产生3类数据：校准处理类型数据CAL、质量控制数据QCP和经DPL1处理后的1级科学数据PDP。
607,"CSST_HSTDM_CAL_type_yyyymmddHHMMSS_yyyymmddHHMMSS.fits 中的""type""表示什么？","CSST_HSTDM_CAL_type_yyyymmddHHMMSS_yyyymmddHHMMSS.fits 中的""type""表示校准类型CAL的子类型，例如baseline子类型的type为bsl，Tsys子类型的type为tsys。"
608,dark current time是什么类型的数据？,dark current time是float类型的数据。
609,SHTSTAT的默认值是什么？,从文档中找不到答案。
610,哪个关键字表示快门状态？,关键字shutter status表示快门状态。
611,CHECKSUM的关键字是什么类型的？,CHECKSUM的关键字是str16类型的，表示HDU checksum updated yyyy-mm-ddTHH:MM:SS。
612,DATASUM是何时更新的？,DATASUM是在yyyy-mm-ddTHH:MM:SS这个时间点更新的，表示data unit checksum updated。
613,VER_INST的值是什么？,VER_INST的值是字符串类型，表示仪器处理的版本，例如'0.0.1'。
614,STM_INST代表什么？,STM_INST代表仪器处理的时间戳。
615,STA_BIAS是什么的标志？,STA_BIAS是偏置帧校正状态的标志。
616,哪个关键字表示暗帧校正的状态？,关键字STA_DARK表示暗帧校正的状态。
617,SKY_BKG的默认值是多少？,SKY_BKG的默认值是0.3，表示估计的天空背景（e-/s per pixel）。
618,SATURATE的通量限制是多少？,SATURATE的通量限制是300.0 e-/s。
619,STA_CTE表示哪种校正的状态？,STA_CTE表示CTE校正的状态。
620,SIMPLE关键字与什么标准有关？,SIMPLE关键字表示该数据符合FITS标准。
621,ASTIRMS1的默认值是什么？,ASTIRMS1的默认值是-9999。
622,EQUINOX的值代表什么？,EQUINOX的值代表平均平赤道，例如2000.0表示J2000.0。
623,图10.140描述了什么工作的数据强度校准工作包？,图10.140描述了太赫兹模块1级数据强度校准工作包。
624,图10.144是关于哪个模块的1级数据网格重整工作包？,图10.144是关于太赫兹模块的1级数据网格重整工作包。
625,图10.145的工作包是关于什么级别的数据质量检查？,图10.145的工作包是关于1级数据质量检查工作包。
626,哪个工作包负责生成2级数据的FITS文件？,2级数据的FITS文件生成工作包负责生成2级数据的FITS文件。
627,在轨定标0级数据可用性标记工作包流程图在哪张图中描述？,在轨定标0级数据可用性标记工作包流程图在图10.147中描述。
628,图10.148的工作包主要涉及哪两个模块的哪项工作？,图10.148的工作包主要涉及在轨定标-巡天模块的本底参考图像生成及变化分析工作。
629,在轨定标-巡天模块中，哪个工作包与暗流参考图像生成有关？,在轨定标-巡天模块中，与暗流参考图像生成有关的工作包是图10.149描述的暗流参考图像生成及变化分析工作包。
630,增益计算及稳定性分析的工作包流程图是哪张图？,增益计算及稳定性分析的工作包流程图是图10.150。
631,哪个工作包涉及在轨定标-巡天模块的LED亮度监测分析？,涉及在轨定标-巡天模块的LED亮度监测分析的工作包是图10.153描述的LED亮度监测分析工作包流程图。
632,在轨定标-巡天模块中，哪个工作包与快门效应改正图像生成有关？,在轨定标-巡天模块中，与快门效应改正图像生成有关的工作包是图10.154描述的快门效应改正图像生成及稳定性分析工作包。
633,图10.159描述的是哪项工作的流程图？,图10.159描述的是在轨定标-巡天模块的电荷转移效率计算及变化分析工作包的流程图。
634,在轨定标-MCI中，哪个工作包与探测器本底与噪声有关？,在轨定标-MCI中，与探测器本底与噪声有关的工作包是图10.179和10.195描述的探测器本底与噪声工作包流程图。
635,图10.180描述的是哪项工作的流程图？,图10.180描述的是在轨定标-MCI的探测器暗电流工作包的流程图。
636,在轨定标-IFS的哪个工作包涉及内部光谱灯定标？,在轨定标-IFS的内部光谱灯定标工作包涉及内部光谱灯定标，该流程图在图10.197中描述。
637,哪个工作包是在轨定标-IFS中关于探测器监测的？,在轨定标-IFS中关于探测器监测的工作包是图10.200描述的探测器监测工作包流程图。
638,图9.5是什么流程图？,图9.5是观测需求编排软件一般观测申请支持流程图。
639,图9.6展示了哪种软件的流程图？,图9.6展示了观测需求编排软件ToO软件的流程图。
640,数据处理软件的0、1级数据处理总框架图是什么？,数据处理软件的0、1级数据处理总框架图是图10.1。
641,巡天模块的数据处理总流水线图在图几？,巡天模块的数据处理总流水线图是图10.3。
642,多色成像0级处理流水线是在图几？,多色成像0级处理流水线是图10.4。
643,无缝光谱0级处理总流水线图与哪幅图编号相同？,无缝光谱0级处理总流水线图与图10.5编号相同。
644,图10.6展示的是什么处理的流水线？,图10.6展示的是单幅图像处理的流水线。
645,图10.7描述的是哪种星场图像的处理？,图10.7描述的是密集星场图像的处理流水线。
646,近邻大星系处理流水线图在哪幅图中？,近邻大星系处理流水线图是图10.9。
647,星云图像处理流水线图是在图几？,星云图像处理流水线图是图10.10。
648,星系团图像处理流水线图的编号是多少？,星系团图像处理流水线图的编号是图10.11。
